;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 10/21/2012 10:03:53 PM
;----------------------------------------------

;Address Opcode 	ASM
0x1E16	0xFFE6C230  	MOVFF       GetTimeStruct_local_week_day_L0, POSTINC1
;CoreTime.c,173 :: 		}
L_end_GetTimeStruct:
0x1E1A	0x0012      	RETURN      0
; end of _GetTimeStruct
_LCD_1Row_Write:
;CoreLCD.c,9 :: 		void LCD_1Row_Write(char *textstring_a) {
;CoreLCD.c,10 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1E1C	0x0E01      	MOVLW       1
0x1E1E	0x0102      	MOVLB       2
0x1E20	0x6F66      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1E22	0xF002ECBC  	CALL        _Lcd_Cmd, 0
;CoreLCD.c,11 :: 		Lcd_Cmd(_LCD_BLINK_CURSOR_ON);
0x1E26	0x0E0F      	MOVLW       15
0x1E28	0x0102      	MOVLB       2
0x1E2A	0x6F66      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1E2C	0xF002ECBC  	CALL        _Lcd_Cmd, 0
;CoreLCD.c,12 :: 		Lcd_Cmd(_LCD_FIRST_ROW);
0x1E30	0x0E80      	MOVLW       128
0x1E32	0x0102      	MOVLB       2
0x1E34	0x6F66      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1E36	0xF002ECBC  	CALL        _Lcd_Cmd, 0
;CoreLCD.c,13 :: 		Lcd_Out_CP(textstring_a);
0x1E3A	0xF252C208  	MOVFF       FARG_LCD_1Row_Write_textstring_a, FARG_Lcd_Out_CP_text
0x1E3E	0xF253C209  	MOVFF       FARG_LCD_1Row_Write_textstring_a+1, FARG_Lcd_Out_CP_text+1
0x1E42	0xF007EC14  	CALL        _Lcd_Out_CP, 0
;CoreLCD.c,14 :: 		}
L_end_LCD_1Row_Write:
0x1E46	0x0012      	RETURN      0
; end of _LCD_1Row_Write
_Gen_Read:
;__Lib_USB_genHID.c,4491 :: 		
;__Lib_USB_genHID.c,4494 :: 		
0x1E48	0x0E20      	MOVLW       32
0x1E4A	0x0101      	MOVLB       1
0x1E4C	0x5DA0      	SUBWF       __Lib_USB_genHID_USBDeviceState, 0, 1
0x1E4E	0xE303      	BNC         L__Gen_Read268
0x1E50	0xB26D      	BTFSC       SUSPND_bit, 1 
0x1E52	0xD001      	BRA         L__Gen_Read268
0x1E54	0xD002      	BRA         L_Gen_Read241
L__Gen_Read268:
;__Lib_USB_genHID.c,4495 :: 		
0x1E56	0x6A00      	CLRF        R0 
0x1E58	0xD027      	BRA         L_end_Gen_Read
L_Gen_Read241:
;__Lib_USB_genHID.c,4497 :: 		
0x1E5A	0xF252C197  	MOVFF       __Lib_USB_genHID_USB_Out_Handle, FARG___Lib_USB_genHID_USB_Handle_Busy_handle
0x1E5E	0xF253C198  	MOVFF       __Lib_USB_genHID_USB_Out_Handle+1, FARG___Lib_USB_genHID_USB_Handle_Busy_handle+1
0x1E62	0xF007EC5B  	CALL        __Lib_USB_genHID_USB_Handle_Busy, 0
0x1E66	0x5200      	MOVF        R0, 1 
0x1E68	0xE11E      	BNZ         L_Gen_Read242
;__Lib_USB_genHID.c,4498 :: 		
0x1E6A	0x0E01      	MOVLW       1
0x1E6C	0x0101      	MOVLB       1
0x1E6E	0x2597      	ADDWF       __Lib_USB_genHID_USB_Out_Handle, 0, 1
0x1E70	0x6EE9      	MOVWF       FSR0L 
0x1E72	0x0E00      	MOVLW       0
0x1E74	0x2198      	ADDWFC      __Lib_USB_genHID_USB_Out_Handle+1, 0, 1
0x1E76	0x6EEA      	MOVWF       FSR0H 
0x1E78	0xF000CFEE  	MOVFF       POSTINC0, R0
0x1E7C	0xF20CC000  	MOVFF       R0, Gen_Read_read_bytes_L0
;__Lib_USB_genHID.c,4499 :: 		
0x1E80	0xF252C20B  	MOVFF       FARG_Gen_Read_ep, FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_ep
0x1E84	0x0102      	MOVLB       2
0x1E86	0x6B53      	CLRF        FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_dir, 1
0x1E88	0xF254C208  	MOVFF       FARG_Gen_Read_readbuff, FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_data_
0x1E8C	0xF255C209  	MOVFF       FARG_Gen_Read_readbuff+1, FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_data_+1
0x1E90	0xF256C20A  	MOVFF       FARG_Gen_Read_length, FARG___Lib_USB_genHID_USB_Transfer_Packet_Int_len
0x1E94	0xF00AEC83  	CALL        __Lib_USB_genHID_USB_Transfer_Packet_Int, 0
0x1E98	0xF197C000  	MOVFF       R0, __Lib_USB_genHID_USB_Out_Handle
0x1E9C	0xF198C001  	MOVFF       R1, __Lib_USB_genHID_USB_Out_Handle+1
;__Lib_USB_genHID.c,4500 :: 		
0x1EA0	0xF000C20C  	MOVFF       Gen_Read_read_bytes_L0, R0
0x1EA4	0xD001      	BRA         L_end_Gen_Read
;__Lib_USB_genHID.c,4501 :: 		
L_Gen_Read242:
0x1EA6	0x6A00      	CLRF        R0 
;__Lib_USB_genHID.c,4503 :: 		
L_end_Gen_Read:
0x1EA8	0x0012      	RETURN      0
; end of _Gen_Read
__Lib_USB_genHID_USB_Disable_Module:
;__Lib_USB_genHID.c,2104 :: 		
;__Lib_USB_genHID.c,2105 :: 		
0x1EAA	0x6A6D      	CLRF        UCON 
;__Lib_USB_genHID.c,2106 :: 		
0x1EAC	0x6A69      	CLRF        UIE 
;__Lib_USB_genHID.c,2107 :: 		
0x1EAE	0x0101      	MOVLB       1
0x1EB0	0x6BA0      	CLRF        __Lib_USB_genHID_USBDeviceState, 1
;__Lib_USB_genHID.c,2108 :: 		
L_end_USB_Disable_Module:
0x1EB2	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Disable_Module
_I2C1_Init:
;__Lib_I2C_b10.c,4 :: 		
;__Lib_I2C_b10.c,11 :: 		
0x1EB4	0x9093      	BCF         TRISB0_bit, 0 
;__Lib_I2C_b10.c,12 :: 		
0x1EB6	0x9293      	BCF         TRISB1_bit, 1 
;__Lib_I2C_b10.c,15 :: 		
0x1EB8	0x908A      	BCF         LATB0_bit, 0 
;__Lib_I2C_b10.c,16 :: 		
0x1EBA	0x928A      	BCF         LATB1_bit, 1 
;__Lib_I2C_b10.c,19 :: 		
0x1EBC	0x8093      	BSF         TRISB0_bit, 0 
;__Lib_I2C_b10.c,20 :: 		
0x1EBE	0x8293      	BSF         TRISB1_bit, 1 
;__Lib_I2C_b10.c,22 :: 		
0x1EC0	0x9EC7      	BCF         SSPSTAT, 7 
;__Lib_I2C_b10.c,23 :: 		
0x1EC2	0x9CC7      	BCF         SSPSTAT, 6 
;__Lib_I2C_b10.c,24 :: 		
0x1EC4	0x0E38      	MOVLW       56
0x1EC6	0x6EC6      	MOVWF       SSPCON1 
;__Lib_I2C_b10.c,27 :: 		
L_end_I2C1_Init:
0x1EC8	0x0012      	RETURN      0
; end of _I2C1_Init
_HID_Disable:
;__Lib_USB_genHID.c,4544 :: 		
;__Lib_USB_genHID.c,4545 :: 		
0x1ECA	0xDFEF      	RCALL       __Lib_USB_genHID_USB_Disable_Module
;__Lib_USB_genHID.c,4546 :: 		
L_end_HID_Disable:
0x1ECC	0x0012      	RETURN      0
; end of _HID_Disable
_I2C_Write_Byte_To_EEPROM:
;lcddisplay.c,236 :: 		void I2C_Write_Byte_To_EEPROM(unsigned char page_write, unsigned char address, unsigned char byte2write) {
;lcddisplay.c,237 :: 		I2C1_Init(100000);         // initialize I2C communication
0x1ECE	0x0E78      	MOVLW       120
0x1ED0	0x6EC8      	MOVWF       SSPADD 
0x1ED2	0xDFF0      	RCALL       _I2C1_Init
;lcddisplay.c,238 :: 		I2C1_Start();              // issue I2C start signal
0x1ED4	0xF003ECC1  	CALL        _I2C1_Start, 0
;lcddisplay.c,239 :: 		I2C1_Wr(page_write);             // send byte via I2C  (device address + W)
0x1ED8	0xF260C1D6  	MOVFF       FARG_I2C_Write_Byte_To_EEPROM_page_write, FARG_I2C1_Wr_data_
0x1EDC	0xF003EC67  	CALL        _I2C1_Wr, 0
;lcddisplay.c,240 :: 		I2C1_Wr(address);             // send byte (address of EEPROM location)
0x1EE0	0xF260C1D7  	MOVFF       FARG_I2C_Write_Byte_To_EEPROM_address, FARG_I2C1_Wr_data_
0x1EE4	0xF003EC67  	CALL        _I2C1_Wr, 0
;lcddisplay.c,241 :: 		I2C1_Wr(byte2write);             // send data (data to be written)
0x1EE8	0xF260C1D8  	MOVFF       FARG_I2C_Write_Byte_To_EEPROM_byte2write, FARG_I2C1_Wr_data_
0x1EEC	0xF003EC67  	CALL        _I2C1_Wr, 0
;lcddisplay.c,242 :: 		I2C1_Stop();        // issue I2C stop signal
0x1EF0	0xF003ECE2  	CALL        _I2C1_Stop, 0
;lcddisplay.c,243 :: 		Delay_ms(20);
0x1EF4	0x0E02      	MOVLW       2
0x1EF6	0x6E0B      	MOVWF       R11, 0
0x1EF8	0x0E38      	MOVLW       56
0x1EFA	0x6E0C      	MOVWF       R12, 0
0x1EFC	0x0EAD      	MOVLW       173
0x1EFE	0x6E0D      	MOVWF       R13, 0
L_I2C_Write_Byte_To_EEPROM92:
0x1F00	0x2E0D      	DECFSZ      R13, 1, 0
0x1F02	0xD7FE      	BRA         L_I2C_Write_Byte_To_EEPROM92
0x1F04	0x2E0C      	DECFSZ      R12, 1, 0
0x1F06	0xD7FC      	BRA         L_I2C_Write_Byte_To_EEPROM92
0x1F08	0x2E0B      	DECFSZ      R11, 1, 0
0x1F0A	0xD7FA      	BRA         L_I2C_Write_Byte_To_EEPROM92
;lcddisplay.c,244 :: 		}
L_end_I2C_Write_Byte_To_EEPROM:
0x1F0C	0x0012      	RETURN      0
; end of _I2C_Write_Byte_To_EEPROM
_Delay_100ms:
;__Lib_Delays.c,47 :: 		void Delay_100ms() {
;__Lib_Delays.c,48 :: 		Delay_ms(100);
0x1F0E	0x0E07      	MOVLW       7
0x1F10	0x6E0B      	MOVWF       R11, 0
0x1F12	0x0E17      	MOVLW       23
0x1F14	0x6E0C      	MOVWF       R12, 0
0x1F16	0x0E6A      	MOVLW       106
0x1F18	0x6E0D      	MOVWF       R13, 0
L_Delay_100ms10:
0x1F1A	0x2E0D      	DECFSZ      R13, 1, 0
0x1F1C	0xD7FE      	BRA         L_Delay_100ms10
0x1F1E	0x2E0C      	DECFSZ      R12, 1, 0
0x1F20	0xD7FC      	BRA         L_Delay_100ms10
0x1F22	0x2E0B      	DECFSZ      R11, 1, 0
0x1F24	0xD7FA      	BRA         L_Delay_100ms10
0x1F26	0x0000      	NOP
;__Lib_Delays.c,49 :: 		}
L_end_Delay_100ms:
0x1F28	0x0012      	RETURN      0
; end of _Delay_100ms
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x1F2A	0xD010      	BRA         L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x1F2C	0x0E80      	MOVLW       128
0x1F2E	0x0101      	MOVLB       1
0x1F30	0x6FD6      	MOVWF       FARG_Lcd_Chr_row, 1
0x1F32	0xD01A      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x1F34	0x0EC0      	MOVLW       192
0x1F36	0x6FD6      	MOVWF       FARG_Lcd_Chr_row, 1
0x1F38	0xD017      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x1F3A	0x0E94      	MOVLW       148
0x1F3C	0x6FD6      	MOVWF       FARG_Lcd_Chr_row, 1
0x1F3E	0xD014      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x1F40	0x0ED4      	MOVLW       212
0x1F42	0x6FD6      	MOVWF       FARG_Lcd_Chr_row, 1
0x1F44	0xD011      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x1F46	0x0E80      	MOVLW       128
0x1F48	0x6FD6      	MOVWF       FARG_Lcd_Chr_row, 1
;__Lib_Lcd.c,72 :: 		
0x1F4A	0xD00E      	BRA         L_Lcd_Chr5
L_Lcd_Chr4:
0x1F4C	0x0101      	MOVLB       1
0x1F4E	0x51D6      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x1F50	0x0A01      	XORLW       1
0x1F52	0xE0EC      	BZ          L_Lcd_Chr6
0x1F54	0x51D6      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x1F56	0x0A02      	XORLW       2
0x1F58	0xE0ED      	BZ          L_Lcd_Chr7
0x1F5A	0x51D6      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x1F5C	0x0A03      	XORLW       3
0x1F5E	0xE0ED      	BZ          L_Lcd_Chr8
0x1F60	0x51D6      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x1F62	0x0A04      	XORLW       4
0x1F64	0xE0ED      	BZ          L_Lcd_Chr9
0x1F66	0xD7EF      	BRA         L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x1F68	0x05D7      	DECF        FARG_Lcd_Chr_column, 0, 1
0x1F6A	0x6E00      	MOVWF       R0 
0x1F6C	0x51D6      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x1F6E	0x2600      	ADDWF       R0, 1 
0x1F70	0xF1D6C000  	MOVFF       R0, FARG_Lcd_Chr_row
;__Lib_Lcd.c,76 :: 		
0x1F74	0x8199      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,77 :: 		
0x1F76	0xF266C000  	MOVFF       R0, FARG_Lcd_Cmd_out_char
0x1F7A	0xF002ECBC  	CALL        _Lcd_Cmd, 0
;__Lib_Lcd.c,79 :: 		
0x1F7E	0x9199      	BCF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,80 :: 		
0x1F80	0xF266C1D8  	MOVFF       FARG_Lcd_Chr_out_char, FARG_Lcd_Cmd_out_char
0x1F84	0xF002ECBC  	CALL        _Lcd_Cmd, 0
;__Lib_Lcd.c,81 :: 		
0x1F88	0x8199      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x1F8A	0x0012      	RETURN      0
; end of _Lcd_Chr
_init_core:
;lcddisplay.c,22 :: 		void init_core() {
;lcddisplay.c,23 :: 		ADCON1 = 0x0F; // page 268, disable analaog
0x1F8C	0x0E0F      	MOVLW       15
0x1F8E	0x6EC1      	MOVWF       ADCON1 
;lcddisplay.c,24 :: 		CMCON = 0x07; // disable comparator
0x1F90	0x0E07      	MOVLW       7
0x1F92	0x6EB4      	MOVWF       CMCON 
;lcddisplay.c,25 :: 		INTCON2 = 0x80; // disable pull up in port b
0x1F94	0x0E80      	MOVLW       128
0x1F96	0x6EF1      	MOVWF       INTCON2 
;lcddisplay.c,27 :: 		LATA = 0x00; // Make all output ports 0
0x1F98	0x6A89      	CLRF        LATA 
;lcddisplay.c,28 :: 		LATC = 0x00; // Make all output ports 0
0x1F9A	0x6A8B      	CLRF        LATC 
;lcddisplay.c,29 :: 		LATD = 0x00; // Make all output ports 0
0x1F9C	0x6A8C      	CLRF        LATD 
;lcddisplay.c,30 :: 		LATE = 0x00; // Make all output ports 0
0x1F9E	0x6A8D      	CLRF        LATE 
;lcddisplay.c,32 :: 		TRISA = 0x00; // Make all ports output
0x1FA0	0x6A92      	CLRF        TRISA 
;lcddisplay.c,33 :: 		TRISC = 0x00; // Make all ports output
0x1FA2	0x6A94      	CLRF        TRISC 
;lcddisplay.c,34 :: 		TRISD = 0x00; // Make all ports output
0x1FA4	0x6A95      	CLRF        TRISD 
;lcddisplay.c,35 :: 		TRISE = 0x00; // Make all ports output
0x1FA6	0x6A96      	CLRF        TRISE 
;lcddisplay.c,37 :: 		PORTA = 0x00; // Make all ports 0
0x1FA8	0x6A80      	CLRF        PORTA 
;lcddisplay.c,38 :: 		PORTC = 0x00; // Make all ports 0
0x1FAA	0x6A82      	CLRF        PORTC 
;lcddisplay.c,39 :: 		PORTD = 0x00; // Make all ports 0
0x1FAC	0x6A83      	CLRF        PORTD 
;lcddisplay.c,40 :: 		PORTE = 0x00; // Make all ports 0
0x1FAE	0x6A84      	CLRF        PORTE 
;lcddisplay.c,42 :: 		TRISA = 0x03;
0x1FB0	0x0E03      	MOVLW       3
0x1FB2	0x6E92      	MOVWF       TRISA 
;lcddisplay.c,43 :: 		LATA = 0x03;
0x1FB4	0x0E03      	MOVLW       3
0x1FB6	0x6E89      	MOVWF       LATA 
;lcddisplay.c,44 :: 		}
L_end_init_core:
0x1FB8	0x0012      	RETURN      0
; end of _init_core
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x1FBA	0x9493      	BCF         LCD_EN_Direction, BitPos(LCD_EN_Direction+0) 
;__Lib_Lcd.c,87 :: 		
0x1FBC	0x9693      	BCF         LCD_RS_Direction, BitPos(LCD_RS_Direction+0) 
;__Lib_Lcd.c,88 :: 		
0x1FBE	0x9893      	BCF         LCD_D4_Direction, BitPos(LCD_D4_Direction+0) 
;__Lib_Lcd.c,89 :: 		
0x1FC0	0x9A93      	BCF         LCD_D5_Direction, BitPos(LCD_D5_Direction+0) 
;__Lib_Lcd.c,90 :: 		
0x1FC2	0x9C93      	BCF         LCD_D6_Direction, BitPos(LCD_D6_Direction+0) 
;__Lib_Lcd.c,91 :: 		
0x1FC4	0x9E93      	BCF         LCD_D7_Direction, BitPos(LCD_D7_Direction+0) 
;__Lib_Lcd.c,93 :: 		
0x1FC6	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,94 :: 		
0x1FC8	0x9681      	BCF         LCD_RS, BitPos(LCD_RS+0) 
;__Lib_Lcd.c,95 :: 		
0x1FCA	0x9E81      	BCF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,96 :: 		
0x1FCC	0x9C81      	BCF         LCD_D6, BitPos(LCD_D6+0) 
;__Lib_Lcd.c,97 :: 		
0x1FCE	0x9A81      	BCF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,98 :: 		
0x1FD0	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,100 :: 		
0x1FD2	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,101 :: 		
0x1FD6	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,102 :: 		
0x1FDA	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,105 :: 		
0x1FDE	0x8A81      	BSF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,106 :: 		
0x1FE0	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,107 :: 		
0x1FE2	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,108 :: 		
0x1FE4	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,109 :: 		
0x1FE8	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,110 :: 		
0x1FEA	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,112 :: 		
0x1FEE	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,113 :: 		
0x1FF0	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,114 :: 		
0x1FF4	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,115 :: 		
0x1FF6	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,117 :: 		
0x1FFA	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,118 :: 		
0x1FFC	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,119 :: 		
0x2000	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,120 :: 		
0x2002	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,123 :: 		
0x2006	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,124 :: 		
0x2008	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,125 :: 		
0x200A	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,126 :: 		
0x200E	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,127 :: 		
0x2010	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,130 :: 		
0x2014	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,131 :: 		
0x2016	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,132 :: 		
0x201A	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,134 :: 		
0x201C	0x9A81      	BCF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,135 :: 		
0x201E	0x8E81      	BSF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,136 :: 		
0x2020	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,137 :: 		
0x2022	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,138 :: 		
0x2026	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,139 :: 		
0x2028	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,142 :: 		
0x202C	0x9E81      	BCF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,143 :: 		
0x202E	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,144 :: 		
0x2030	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,145 :: 		
0x2032	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,146 :: 		
0x2036	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,148 :: 		
0x2038	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,149 :: 		
0x203A	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,150 :: 		
0x203C	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,151 :: 		
0x2040	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,152 :: 		
0x2042	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,155 :: 		
0x2046	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,156 :: 		
0x2048	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,157 :: 		
0x204C	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,159 :: 		
0x204E	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,160 :: 		
0x2050	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,161 :: 		
0x2052	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,162 :: 		
0x2056	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,163 :: 		
0x2058	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,166 :: 		
0x205C	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,167 :: 		
0x205E	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,168 :: 		
0x2060	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,169 :: 		
0x2064	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,171 :: 		
0x2066	0x8E81      	BSF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,172 :: 		
0x2068	0x8C81      	BSF         LCD_D6, BitPos(LCD_D6+0) 
;__Lib_Lcd.c,173 :: 		
0x206A	0x8A81      	BSF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,174 :: 		
0x206C	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,175 :: 		
0x206E	0x8481      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,176 :: 		
0x2070	0xF002EC4C  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,177 :: 		
0x2074	0x9481      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,179 :: 		
0x2076	0xF002EC41  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,181 :: 		
0x207A	0x0101      	MOVLB       1
0x207C	0x8199      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x207E	0x0012      	RETURN      0
; end of _Lcd_Init
_GetOpMode:
;lcddisplay.c,281 :: 		short GetOpMode() {
;lcddisplay.c,282 :: 		if (RA0_bit && !RA1_bit) {
0x2080	0xA080      	BTFSS       RA0_bit, 0 
0x2082	0xD006      	BRA         L_GetOpMode99
0x2084	0xB280      	BTFSC       RA1_bit, 1 
0x2086	0xD004      	BRA         L_GetOpMode99
L__GetOpMode124:
;lcddisplay.c,283 :: 		opstate = USB_TEST;
0x2088	0x0E32      	MOVLW       50
0x208A	0x0101      	MOVLB       1
0x208C	0x6F7B      	MOVWF       _opstate, 1
;lcddisplay.c,284 :: 		} else if ( !RA0_bit && RA1_bit) {
0x208E	0xD00B      	BRA         L_GetOpMode100
L_GetOpMode99:
0x2090	0xB080      	BTFSC       RA0_bit, 0 
0x2092	0xD006      	BRA         L_GetOpMode103
0x2094	0xA280      	BTFSS       RA1_bit, 1 
0x2096	0xD004      	BRA         L_GetOpMode103
L__GetOpMode123:
0x2098	0x0101      	MOVLB       1
;lcddisplay.c,285 :: 		opstate = I2C_EEPROM_TEST;
0x209A	0x0E36      	MOVLW       54
0x209C	0x6F7B      	MOVWF       _opstate, 1
;lcddisplay.c,286 :: 		} else {
0x209E	0xD003      	BRA         L_GetOpMode104
L_GetOpMode103:
0x20A0	0x0101      	MOVLB       1
;lcddisplay.c,287 :: 		opstate = I2C_RTC_TEST;
0x20A2	0x0E33      	MOVLW       51
0x20A4	0x6F7B      	MOVWF       _opstate, 1
;lcddisplay.c,288 :: 		}
L_GetOpMode104:
L_GetOpMode100:
;lcddisplay.c,290 :: 		return opstate;
0x20A6	0xF000C17B  	MOVFF       _opstate, R0
;lcddisplay.c,291 :: 		}
L_end_GetOpMode:
0x20AA	0x0012      	RETURN      0
; end of _GetOpMode
_HID_Enable:
;__Lib_USB_genHID.c,4527 :: 		
;__Lib_USB_genHID.c,4528 :: 		
0x20AC	0x0E01      	MOVLW       1
0x20AE	0x0101      	MOVLB       1
0x20B0	0x6F9A      	MOVWF       __Lib_USB_genHID__Is_HID, 1
;__Lib_USB_genHID.c,4529 :: 		
0x20B2	0xF193C1D6  	MOVFF       FARG_HID_Enable_readbuff, __Lib_USB_genHID_USB_Read_Buffer
